거래일자,거래시간,지역,  태양광 발전량(MWh)  ,  풍력 발전량(MWh)  
2023-03-01,04,제주도,0.197792,24.837717
2023-03-01,05,제주도,0.078252,14.66915
2023-03-01,06,제주도,0.047696,17.406514
2023-03-01,07,제주도,0.347982,24.026447
2023-03-01,08,제주도,0.852252,25.116198
2023-03-01,09,제주도,9.377226,20.823102
2023-03-01,10,제주도,16.083367,20.017066
2023-03-01,11,제주도,22.356798,16.756725
2023-03-01,12,제주도,31.675902,18.21871
2023-03-01,13,제주도,51.927032,35.544594
2023-03-01,14,제주도,50.906723,47.702623
2023-03-01,15,제주도,75.159051,62.808549
2023-03-01,16,제주도,105.589587,108.021764
2023-03-01,17,제주도,88.061142,111.136755
2023-03-01,18,제주도,35.078324,180.946999
2023-03-01,19,제주도,4.620367,231.057439
2023-03-01,20,제주도,3.712228,208.096932
2023-03-01,21,제주도,0.906616,215.804823
2023-03-01,22,제주도,0.0124,222.611052
2023-03-01,23,제주도,0.000576,212.967335
2023-03-01,24,제주도,0.0004,200.750445
2023-03-01,01,서울시,0,0
2023-03-01,02,서울시,0,0
2023-03-01,03,서울시,0,0
2023-03-01,04,서울시,0,0
2023-03-01,05,서울시,0,0
2023-03-01,06,서울시,0,0
2023-03-01,07,서울시,0.000006,0
2023-03-01,08,서울시,0.095432,0
2023-03-01,09,서울시,0.702946,0
2023-03-01,10,서울시,1.864654,0
2023-03-01,11,서울시,2.339335,0
2023-03-01,12,서울시,2.37214,0
2023-03-01,13,서울시,5.54744,0
2023-03-01,14,서울시,7.574083,0
2023-03-01,15,서울시,6.391627,0
2023-03-01,16,서울시,8.262895,0
2023-03-01,17,서울시,5.66005,0
2023-03-01,18,서울시,1.831649,0
2023-03-01,19,서울시,0.055504,0
2023-03-01,20,서울시,0,0
2023-03-01,21,서울시,0,0
2023-03-01,22,서울시,0,0
2023-03-01,23,서울시,0,0
2023-03-01,24,서울시,0,0
2023-03-01,01,인천시,0,0
2023-03-01,02,인천시,0,0
2023-03-01,03,인천시,0,0
2023-03-01,04,인천시,0,0
2023-03-01,05,인천시,0.00008,0
2023-03-01,06,인천시,0,0
2023-03-01,07,인천시,0,0
2023-03-01,08,인천시,0.223205,0.00192
2023-03-01,09,인천시,2.190977,0
2023-03-01,10,인천시,4.501693,2.854284
2023-03-01,11,인천시,6.288365,0.418496
2023-03-01,12,인천시,10.207979,2.681045
2023-03-01,13,인천시,21.817837,2.09645
2023-03-01,14,인천시,19.947658,3.799586
2023-03-01,15,인천시,18.297657,6.159255
2023-03-01,16,인천시,23.212078,11.384555
2023-03-01,17,인천시,18.258952,10.706751
2023-03-01,18,인천시,7.814457,13.736532
2023-03-01,19,인천시,1.983986,13.975064
2023-03-01,20,인천시,2.845553,10.664546
2023-03-01,21,인천시,1.502658,15.824585
2023-03-01,22,인천시,0.48288,13.289456
2023-03-01,23,인천시,4.55112,15.564448
2023-03-01,24,인천시,4.86576,18.559389
2023-03-01,01,대전시,0,0
2023-03-01,02,대전시,0,0
2023-03-01,03,대전시,0,0
2023-03-01,04,대전시,0,0
2023-03-01,05,대전시,0,0
2023-03-01,06,대전시,0,0
2023-03-01,07,대전시,0,0
2023-03-01,08,대전시,0.169372,0
2023-03-01,09,대전시,0.943255,0
2023-03-01,10,대전시,2.146171,0
2023-03-01,11,대전시,2.908918,0
2023-03-01,12,대전시,6.935097,0
2023-03-01,13,대전시,6.619934,0
2023-03-01,14,대전시,4.758157,0
2023-03-01,15,대전시,2.433137,0
2023-03-01,16,대전시,2.104668,0
2023-03-01,17,대전시,2.841068,0
2023-03-01,18,대전시,1.226093,0
2023-03-01,19,대전시,0.051204,0
2023-03-01,20,대전시,0,0
2023-03-01,21,대전시,0,0
2023-03-01,22,대전시,0,0
2023-03-01,23,대전시,0,0
2023-03-01,24,대전시,0,0
2023-03-01,01,광주시,0,0
2023-03-01,02,광주시,0,0
2023-03-01,03,광주시,0,0
2023-03-01,04,광주시,0,0
2023-03-01,05,광주시,0,0
2023-03-01,06,광주시,0,0
2023-03-01,07,광주시,0,0
2023-03-01,08,광주시,0.080634,0
2023-03-01,09,광주시,2.521757,0
2023-03-01,10,광주시,11.528252,0
2023-03-01,11,광주시,17.420083,0
2023-03-01,12,광주시,15.99527,0
2023-03-01,13,광주시,22.48646,0
2023-03-01,14,광주시,31.827559,0
2023-03-01,15,광주시,32.573939,0
2023-03-01,16,광주시,23.427006,0
2023-03-01,17,광주시,11.807691,0
2023-03-01,18,광주시,7.848909,0
2023-03-01,19,광주시,2.911162,0
2023-03-01,20,광주시,2.69154,0
2023-03-01,21,광주시,1.25326,0
2023-03-01,22,광주시,0.91448,0
2023-03-01,23,광주시,0.24554,0
2023-03-01,24,광주시,0.00064,0
2023-03-01,01,대구시,0,0
2023-03-01,02,대구시,0,0
2023-03-01,03,대구시,0,0
2023-03-01,04,대구시,0,0
2023-03-01,05,대구시,0,0
2023-03-01,06,대구시,0,0
2023-03-01,07,대구시,0,0
2023-03-01,08,대구시,0.339373,0
2023-03-01,09,대구시,2.33736,0
2023-03-01,10,대구시,4.154986,0
2023-03-01,11,대구시,5.784814,0
2023-03-01,12,대구시,7.318546,0
2023-03-01,13,대구시,11.755341,0
2023-03-01,14,대구시,20.486696,0
2023-03-01,15,대구시,22.807874,0
2023-03-01,16,대구시,10.98763,0
2023-03-01,17,대구시,3.312559,0
2023-03-01,18,대구시,4.593115,0
2023-03-01,19,대구시,1.42126,0
2023-03-01,20,대구시,2.71246,0
2023-03-01,21,대구시,2.427528,0
2023-03-01,22,대구시,0.409848,0
2023-03-01,23,대구시,0.0336,0
2023-03-01,24,대구시,0,0
2023-03-01,01,세종시,0,0
2023-03-01,02,세종시,0,0
2023-03-01,03,세종시,0,0
2023-03-01,04,세종시,0,0
2023-03-01,05,세종시,0,0
2023-03-01,06,세종시,0,0
2023-03-01,07,세종시,0,0
2023-03-01,08,세종시,0.446067,0
2023-03-01,09,세종시,2.916952,0
2023-03-01,10,세종시,5.765674,0
2023-03-01,11,세종시,6.547417,0
2023-03-01,12,세종시,12.012963,0
2023-03-01,13,세종시,10.835218,0
2023-03-01,14,세종시,7.988314,0
2023-03-01,15,세종시,4.752679,0
2023-03-01,16,세종시,6.896933,0
2023-03-01,17,세종시,7.475644,0
2023-03-01,18,세종시,3.273823,0
2023-03-01,19,세종시,1.046674,0
2023-03-01,20,세종시,0.354588,0
2023-03-01,21,세종시,0,0
2023-03-01,22,세종시,0,0
2023-03-01,23,세종시,0,0
2023-03-01,24,세종시,0,0
2023-03-01,01,울산시,0,0
2023-03-01,02,울산시,0,0
2023-03-01,03,울산시,0,0
2023-03-01,04,울산시,0,0
2023-03-01,05,울산시,0,0
2023-03-01,06,울산시,0,0
2023-03-01,07,울산시,0.000088,0
2023-03-01,08,울산시,0.446895,0
2023-03-01,09,울산시,1.440927,0
2023-03-01,10,울산시,2.703973,0
2023-03-01,11,울산시,4.51155,0
2023-03-01,12,울산시,5.969623,0
2023-03-01,13,울산시,8.239023,0
2023-03-01,14,울산시,9.844652,0
2023-03-01,15,울산시,9.419543,0
2023-03-01,16,울산시,6.57593,0
2023-03-01,17,울산시,3.924215,0
2023-03-01,18,울산시,1.145224,0
2023-03-01,19,울산시,0.140621,0
2023-03-01,20,울산시,0.0072,0
2023-03-01,21,울산시,0,0
2023-03-01,22,울산시,0,0
2023-03-01,23,울산시,0,0
2023-03-01,24,울산시,0,0
2023-03-01,01,부산시,0,0
2023-03-01,02,부산시,0,0
2023-03-01,03,부산시,0,0
2023-03-01,04,부산시,0,0
2023-03-01,05,부산시,0,0
2023-03-01,06,부산시,0,0
2023-03-01,07,부산시,0.000016,0
2023-03-01,08,부산시,0.838317,0
2023-03-01,09,부산시,4.384593,0
2023-03-01,10,부산시,7.914295,0
2023-03-01,11,부산시,11.234467,0
2023-03-01,12,부산시,12.771131,0
2023-03-01,13,부산시,16.111026,0
2023-03-01,14,부산시,17.892253,0
2023-03-01,15,부산시,24.242701,0
2023-03-01,16,부산시,19.903081,0
2023-03-01,17,부산시,18.935541,0
2023-03-01,18,부산시,5.697062,0
2023-03-01,19,부산시,1.825185,0
2023-03-01,20,부산시,1.86126,0
2023-03-01,21,부산시,0.51432,0
2023-03-01,22,부산시,0,0
2023-03-01,23,부산시,0,0
2023-03-01,24,부산시,0,0
2023-03-02,01,경기도,0.0055,2.402468
2023-03-02,02,경기도,0,2.897288
2023-03-02,03,경기도,0,3.764323
2023-03-02,04,경기도,0,3.139071
2023-03-02,05,경기도,0,3.102862
2023-03-02,06,경기도,0,2.84778
2023-03-02,07,경기도,0.000364,2.028215
2023-03-02,08,경기도,7.683354,2.795332
2023-03-02,09,경기도,58.820542,2.723334
2023-03-02,10,경기도,129.625346,2.897289
2023-03-02,11,경기도,165.923969,1.852847
2023-03-02,12,경기도,195.136184,0.692049
2023-03-02,13,경기도,209.942296,0.79533
2023-03-02,14,경기도,213.967991,1.301343
2023-03-02,15,경기도,202.525413,1.373102
2023-03-02,16,경기도,164.590019,2.182805
2023-03-02,17,경기도,103.358893,2.665555
2023-03-02,18,경기도,38.759736,2.499455
2023-03-02,19,경기도,14.113909,1.274168
2023-03-02,20,경기도,16.072353,1.076545
2023-03-02,21,경기도,19.383927,1.117107
2023-03-02,22,경기도,17.490951,0.610304
2023-03-02,23,경기도,11.508092,0.472934
2023-03-02,24,경기도,5.074351,0.702264
2023-03-02,01,강원도,0.007577,210.404075
2023-03-02,02,강원도,0,180.004584
2023-03-02,03,강원도,0,130.033002
2023-03-02,04,강원도,0.000144,99.720591
2023-03-02,05,강원도,0,65.97182
2023-03-02,06,강원도,0,55.137215
2023-03-02,07,강원도,0.003355,27.430678
2023-03-02,08,강원도,18.411941,30.211009
2023-03-02,09,강원도,123.358394,25.251105
2023-03-02,10,강원도,264.200977,27.309121
2023-03-02,11,강원도,300.354449,42.729796
2023-03-02,12,강원도,347.409099,67.736901
2023-03-02,13,강원도,362.988751,61.379721
2023-03-02,14,강원도,374.143162,59.405968
2023-03-02,15,강원도,371.194734,65.307329
2023-03-02,16,강원도,299.714827,100.017723
2023-03-02,17,강원도,183.592745,114.439999
2023-03-02,18,강원도,66.749304,130.476357
2023-03-02,19,강원도,54.849219,162.803736
2023-03-02,20,강원도,73.682612,236.574141
2023-03-02,21,강원도,77.357741,285.626885
2023-03-02,22,강원도,67.367388,263.983566
2023-03-02,23,강원도,36.432251,272.083792
2023-03-02,24,강원도,8.184733,258.837171
2023-03-02,01,경상남도,0.677,56.055695
2023-03-02,02,경상남도,0.04164,54.243442
2023-03-02,03,경상남도,0.54336,53.323851
2023-03-02,04,경상남도,0.59328,52.860379
2023-03-02,05,경상남도,0.24192,45.451491
2023-03-02,06,경상남도,0,35.558887
2023-03-02,07,경상남도,0.008655,38.090867
2023-03-02,08,경상남도,16.60686,25.045946
2023-03-02,09,경상남도,109.099483,22.024706
2023-03-02,10,경상남도,220.810674,20.525223
2023-03-02,11,경상남도,268.100654,25.166508
2023-03-02,12,경상남도,308.840231,15.10901
2023-03-02,13,경상남도,325.885917,9.961181
2023-03-02,14,경상남도,330.497362,7.874741
2023-03-02,15,경상남도,315.874953,2.023806
2023-03-02,16,경상남도,256.891259,3.077078
2023-03-02,17,경상남도,160.461766,4.810244
2023-03-02,18,경상남도,59.484387,6.290558
2023-03-02,19,경상남도,26.043122,4.715015
2023-03-02,20,경상남도,32.859965,2.490164
2023-03-02,21,경상남도,33.432139,5.377629
2023-03-02,22,경상남도,23.521942,6.899336
2023-03-02,23,경상남도,13.44517,15.074861
2023-03-02,24,경상남도,5.354684,23.064631
2023-03-02,01,경상북도,0.736061,218.801589
2023-03-02,02,경상북도,0.0084,207.811819
2023-03-02,03,경상북도,0,179.362739
2023-03-02,04,경상북도,0,181.118234
2023-03-02,05,경상북도,0,133.061748
2023-03-02,06,경상북도,0,133.549411
2023-03-02,07,경상북도,0.074456,128.058045
2023-03-02,08,경상북도,25.900207,111.736889
2023-03-02,09,경상북도,159.431884,93.493925
2023-03-02,10,경상북도,328.991305,100.779944
2023-03-02,11,경상북도,378.601929,91.527963
2023-03-02,12,경상북도,435.175469,99.837025
2023-03-02,13,경상북도,458.915227,74.919648
2023-03-02,14,경상북도,470.541955,65.19129
2023-03-02,15,경상북도,468.647542,46.089825
2023-03-02,16,경상북도,380.856559,37.152019
2023-03-02,17,경상북도,233.982737,37.739158
2023-03-02,18,경상북도,85.996432,44.582145
2023-03-02,19,경상북도,38.402837,45.574234
2023-03-02,20,경상북도,66.011765,62.100797
2023-03-02,21,경상북도,70.880496,113.63485
2023-03-02,22,경상북도,63.255077,191.581879
2023-03-02,23,경상북도,41.74552,227.183098
2023-03-02,24,경상북도,15.348738,271.436495
2023-03-02,01,전라남도,1.963546,264.964397
2023-03-02,02,전라남도,0.424035,296.708517
2023-03-02,03,전라남도,0.071641,311.986693
2023-03-02,04,전라남도,0.01008,308.364296
2023-03-02,05,전라남도,0,314.131229
2023-03-02,06,전라남도,0.012552,309.172446
2023-03-02,07,전라남도,0.10729,304.369521
2023-03-02,08,전라남도,99.032537,294.940408
2023-03-02,09,전라남도,656.624102,280.726179
2023-03-02,10,전라남도,1293.274627,280.753178
2023-03-02,11,전라남도,1203.172161,264.149297
2023-03-02,12,전라남도,1389.006278,258.044205
2023-03-02,13,전라남도,1514.935551,245.204785
2023-03-02,14,전라남도,1672.000411,229.744716
2023-03-02,15,전라남도,1874.130049,228.307814
2023-03-02,16,전라남도,1568.426772,204.970245
2023-03-02,17,전라남도,1028.031353,196.466487
2023-03-02,18,전라남도,691.477987,193.871092
2023-03-02,19,전라남도,486.090868,172.708979
2023-03-02,20,전라남도,490.481052,153.251141
2023-03-02,21,전라남도,465.303138,118.972955
2023-03-02,22,전라남도,316.833537,89.976707
2023-03-02,23,전라남도,70.262255,72.797561
2023-03-02,24,전라남도,27.526647,76.342908
2023-03-02,01,전라북도,0.649808,54.709328
2023-03-02,02,전라북도,0.147021,60.577861
2023-03-02,03,전라북도,0.0294,61.179989
2023-03-02,04,전라북도,0.001592,61.358981
2023-03-02,05,전라북도,0,61.208197
2023-03-02,06,전라북도,0.00018,60.834885
2023-03-02,07,전라북도,0.008468,60.786583
2023-03-02,08,전라북도,29.745556,59.859752
2023-03-02,09,전라북도,200.421161,58.761511
2023-03-02,10,전라북도,394.33461,56.085482
2023-03-02,11,전라북도,476.397425,50.259829
2023-03-02,12,전라북도,558.203289,47.653322
2023-03-02,13,전라북도,597.251021,41.524365
2023-03-02,14,전라북도,610.121444,41.632459
2023-03-02,15,전라북도,591.149879,43.492407
2023-03-02,16,전라북도,487.955276,38.833177
2023-03-02,17,전라북도,327.845557,43.519429
2023-03-02,18,전라북도,146.803319,38.251729
2023-03-02,19,전라북도,50.730983,35.349671
2023-03-02,20,전라북도,63.129246,32.881642
2023-03-02,21,전라북도,57.271512,22.779535
2023-03-02,22,전라북도,43.743242,9.288192
2023-03-02,23,전라북도,25.046176,6.248676
2023-03-02,24,전라북도,6.715615,5.403118
2023-03-02,01,충청남도,0.424408,1.062
2023-03-02,02,충청남도,0.064107,1.4166
2023-03-02,03,충청남도,0.00016,1.4958
2023-03-02,04,충청남도,0.00024,1.5138
2023-03-02,05,충청남도,0.00024,1.5084
2023-03-02,06,충청남도,0.00016,1.377
2023-03-02,07,충청남도,0.0012,1.2384
2023-03-02,08,충청남도,23.28448,0.7866
2023-03-02,09,충청남도,185.528426,0.6372
2023-03-02,10,충청남도,387.660643,1.116
2023-03-02,11,충청남도,409.517455,0.8478
2023-03-02,12,충청남도,483.559546,0.5706
2023-03-02,13,충청남도,519.188232,0.5418
2023-03-02,14,충청남도,562.837407,0.855
2023-03-02,15,충청남도,599.320464,0.9
2023-03-02,16,충청남도,500.17139,0.6984
2023-03-02,17,충청남도,340.70986,0.9522
2023-03-02,18,충청남도,185.437718,0.909
2023-03-02,19,충청남도,113.063279,0.5958
2023-03-02,20,충청남도,133.656975,0.3132
2023-03-02,21,충청남도,90.621024,0.0414
2023-03-02,22,충청남도,67.023634,0
2023-03-02,23,충청남도,41.152598,0
2023-03-02,24,충청남도,13.254043,0
2023-03-02,01,충청북도,0.02048,0
2023-03-02,02,충청북도,0.013696,0
2023-03-02,03,충청북도,0.00016,0
2023-03-02,04,충청북도,0.2498,0
2023-03-02,05,충청북도,0.2112,0
2023-03-02,06,충청북도,0,0
2023-03-02,07,충청북도,0.010048,0
2023-03-02,08,충청북도,8.491394,0
2023-03-02,09,충청북도,61.318915,0
2023-03-02,10,충청북도,139.001336,0
2023-03-02,11,충청북도,155.965341,0
2023-03-02,12,충청북도,182.679379,0
2023-03-02,13,충청북도,196.727935,0
2023-03-02,14,충청북도,200.929183,0
2023-03-02,15,충청북도,211.308242,0
2023-03-02,16,충청북도,177.172119,0
2023-03-02,17,충청북도,109.665411,0
2023-03-02,18,충청북도,47.69211,0
2023-03-02,19,충청북도,25.761739,0
2023-03-02,20,충청북도,37.225768,0
2023-03-02,21,충청북도,50.920354,0
2023-03-02,22,충청북도,43.732369,0
2023-03-02,23,충청북도,25.208254,0
2023-03-02,24,충청북도,9.911112,0
2023-03-02,01,제주도,0.00036,182.356108
2023-03-02,02,제주도,0.191008,172.940533
2023-03-02,03,제주도,0.04976,182.848131
2023-03-02,04,제주도,0.000416,197.523435
2023-03-02,05,제주도,0.012544,196.297264
2023-03-02,06,제주도,0.000424,226.586461
2023-03-02,07,제주도,0.03184,224.43149
2023-03-02,08,제주도,14.000432,209.526063
2023-03-02,09,제주도,89.703415,197.272933
2023-03-02,10,제주도,187.551301,183.395333
2023-03-02,11,제주도,249.341528,108.767148
2023-03-02,12,제주도,293.958507,36.526378
2023-03-02,13,제주도,306.706972,18.440666
2023-03-02,14,제주도,305.232664,14.981178
2023-03-02,15,제주도,282.422504,16.277953
2023-03-02,16,제주도,234.80702,56.1648
2023-03-02,17,제주도,153.923609,145.260561
2023-03-02,18,제주도,59.164052,205.468731
2023-03-02,19,제주도,7.251364,179.541248
2023-03-02,20,제주도,8.123779,146.789384
2023-03-02,21,제주도,8.08075,174.302262
2023-03-02,22,제주도,5.135096,199.040548
2023-03-02,23,제주도,1.905972,181.630668
2023-03-02,24,제주도,0.044068,154.347389
2023-03-02,01,서울시,0,0
2023-03-02,02,서울시,0,0
2023-03-02,03,서울시,0,0
2023-03-02,04,서울시,0,0
2023-03-02,05,서울시,0,0
2023-03-02,06,서울시,0,0
2023-03-02,07,서울시,0,0
2023-03-02,08,서울시,0.35529,0
2023-03-02,09,서울시,3.194943,0
2023-03-02,10,서울시,7.19112,0
2023-03-02,11,서울시,10.200073,0
2023-03-02,12,서울시,12.009047,0
2023-03-02,13,서울시,12.812209,0
2023-03-02,14,서울시,12.735534,0
2023-03-02,15,서울시,11.538933,0
2023-03-02,16,서울시,9.242608,0
